End Date,End Time,PM10,Status/units,Period
12/07/2018,01:00:00,19.1,R ugm-3 (VCM),12/07/2018 01:00
12/07/2018,02:00:00,21.9,R ugm-3 (VCM),12/07/2018 02:00
12/07/2018,03:00:00,20.4,R ugm-3 (VCM),12/07/2018 03:00
12/07/2018,04:00:00,22.8,R ugm-3 (VCM),12/07/2018 04:00
12/07/2018,05:00:00,28.1,R ugm-3 (VCM),12/07/2018 05:00
12/07/2018,06:00:00,37.1,R ugm-3 (VCM),12/07/2018 06:00
12/07/2018,07:00:00,33.9,R ugm-3 (VCM),12/07/2018 07:00
12/07/2018,08:00:00,38,R ugm-3 (VCM),12/07/2018 08:00
12/07/2018,09:00:00,36.2,R ugm-3 (VCM),12/07/2018 09:00
12/07/2018,10:00:00,36,R ugm-3 (VCM),12/07/2018 10:00
12/07/2018,11:00:00,31.6,R ugm-3 (VCM),12/07/2018 11:00
12/07/2018,12:00:00,34.3,R ugm-3 (VCM),12/07/2018 12:00
12/07/2018,13:00:00,35.5,R ugm-3 (VCM),12/07/2018 13:00
12/07/2018,14:00:00,36.8,R ugm-3 (VCM),12/07/2018 14:00
12/07/2018,15:00:00,33.7,R ugm-3 (VCM),12/07/2018 15:00
12/07/2018,16:00:00,35.4,R ugm-3 (VCM),12/07/2018 16:00
12/07/2018,17:00:00,24.3,R ugm-3 (VCM),12/07/2018 17:00
12/07/2018,18:00:00,28.8,R ugm-3 (VCM),12/07/2018 18:00
12/07/2018,19:00:00,33.4,R ugm-3 (VCM),12/07/2018 19:00
12/07/2018,20:00:00,30.9,R ugm-3 (VCM),12/07/2018 20:00
12/07/2018,21:00:00,28.7,R ugm-3 (VCM),12/07/2018 21:00
12/07/2018,22:00:00,29.8,R ugm-3 (VCM),12/07/2018 22:00
12/07/2018,23:00:00,25.7,R ugm-3 (VCM),12/07/2018 23:00
12/07/2018,24:00:00,23.4,R ugm-3 (VCM),13/07/2018 00:00
13/07/2018,01:00:00,20,R ugm-3 (VCM),13/07/2018 01:00
13/07/2018,02:00:00,20.5,R ugm-3 (VCM),13/07/2018 02:00
13/07/2018,03:00:00,21,R ugm-3 (VCM),13/07/2018 03:00
13/07/2018,04:00:00,20.5,R ugm-3 (VCM),13/07/2018 04:00
13/07/2018,05:00:00,23.4,R ugm-3 (VCM),13/07/2018 05:00
13/07/2018,06:00:00,29.6,R ugm-3 (VCM),13/07/2018 06:00
13/07/2018,07:00:00,22.5,R ugm-3 (VCM),13/07/2018 07:00
13/07/2018,08:00:00,30.2,R ugm-3 (VCM),13/07/2018 08:00
13/07/2018,09:00:00,27.5,R ugm-3 (VCM),13/07/2018 09:00
13/07/2018,10:00:00,26.6,R ugm-3 (VCM),13/07/2018 10:00
13/07/2018,11:00:00,24.9,R ugm-3 (VCM),13/07/2018 11:00
13/07/2018,12:00:00,24.4,R ugm-3 (VCM),13/07/2018 12:00
13/07/2018,13:00:00,26.6,R ugm-3 (VCM),13/07/2018 13:00
13/07/2018,14:00:00,33.8,R ugm-3 (VCM),13/07/2018 14:00
13/07/2018,15:00:00,27.7,R ugm-3 (VCM),13/07/2018 15:00
13/07/2018,16:00:00,22.1,R ugm-3 (VCM),13/07/2018 16:00
13/07/2018,17:00:00,25.3,R ugm-3 (VCM),13/07/2018 17:00
13/07/2018,18:00:00,29.3,R ugm-3 (VCM),13/07/2018 18:00
13/07/2018,19:00:00,26.6,R ugm-3 (VCM),13/07/2018 19:00
13/07/2018,20:00:00,19.9,R ugm-3 (VCM),13/07/2018 20:00
13/07/2018,21:00:00,17.3,R ugm-3 (VCM),13/07/2018 21:00
13/07/2018,22:00:00,21.2,R ugm-3 (VCM),13/07/2018 22:00
13/07/2018,23:00:00,18.1,R ugm-3 (VCM),13/07/2018 23:00
13/07/2018,24:00:00,21,R ugm-3 (VCM),14/07/2018 00:00
14/07/2018,01:00:00,18.6,R ugm-3 (VCM),14/07/2018 01:00
14/07/2018,02:00:00,15.4,R ugm-3 (VCM),14/07/2018 02:00
14/07/2018,03:00:00,17.2,R ugm-3 (VCM),14/07/2018 03:00
14/07/2018,04:00:00,17.6,R ugm-3 (VCM),14/07/2018 04:00
14/07/2018,05:00:00,17.7,R ugm-3 (VCM),14/07/2018 05:00
14/07/2018,06:00:00,22.9,R ugm-3 (VCM),14/07/2018 06:00
14/07/2018,07:00:00,21.7,R ugm-3 (VCM),14/07/2018 07:00
14/07/2018,08:00:00,21.4,R ugm-3 (VCM),14/07/2018 08:00
14/07/2018,09:00:00,22.5,R ugm-3 (VCM),14/07/2018 09:00
14/07/2018,10:00:00,20.8,R ugm-3 (VCM),14/07/2018 10:00
14/07/2018,11:00:00,17.9,R ugm-3 (VCM),14/07/2018 11:00
14/07/2018,12:00:00,20,R ugm-3 (VCM),14/07/2018 12:00
14/07/2018,13:00:00,22,R ugm-3 (VCM),14/07/2018 13:00
14/07/2018,14:00:00,24.5,R ugm-3 (VCM),14/07/2018 14:00
14/07/2018,15:00:00,23.6,R ugm-3 (VCM),14/07/2018 15:00
14/07/2018,16:00:00,19.9,R ugm-3 (VCM),14/07/2018 16:00
14/07/2018,17:00:00,18.8,R ugm-3 (VCM),14/07/2018 17:00
14/07/2018,18:00:00,17.6,R ugm-3 (VCM),14/07/2018 18:00
14/07/2018,19:00:00,17.5,R ugm-3 (VCM),14/07/2018 19:00
14/07/2018,20:00:00,21.2,R ugm-3 (VCM),14/07/2018 20:00
14/07/2018,21:00:00,21.9,R ugm-3 (VCM),14/07/2018 21:00
14/07/2018,22:00:00,19.6,R ugm-3 (VCM),14/07/2018 22:00
14/07/2018,23:00:00,24.7,R ugm-3 (VCM),14/07/2018 23:00
14/07/2018,24:00:00,21.7,R ugm-3 (VCM),15/07/2018 00:00
15/07/2018,01:00:00,23.5,R ugm-3 (VCM),15/07/2018 01:00
15/07/2018,02:00:00,16.4,R ugm-3 (VCM),15/07/2018 02:00
15/07/2018,03:00:00,16.9,R ugm-3 (VCM),15/07/2018 03:00
15/07/2018,04:00:00,16.7,R ugm-3 (VCM),15/07/2018 04:00
15/07/2018,05:00:00,18.4,R ugm-3 (VCM),15/07/2018 05:00
15/07/2018,06:00:00,15.5,R ugm-3 (VCM),15/07/2018 06:00
15/07/2018,07:00:00,13.4,R ugm-3 (VCM),15/07/2018 07:00
15/07/2018,08:00:00,11.8,R ugm-3 (VCM),15/07/2018 08:00
15/07/2018,09:00:00,13.4,R ugm-3 (VCM),15/07/2018 09:00
15/07/2018,10:00:00,15,R ugm-3 (VCM),15/07/2018 10:00
15/07/2018,11:00:00,13.1,R ugm-3 (VCM),15/07/2018 11:00
15/07/2018,12:00:00,13.4,R ugm-3 (VCM),15/07/2018 12:00
15/07/2018,13:00:00,14.6,R ugm-3 (VCM),15/07/2018 13:00
15/07/2018,14:00:00,15.7,R ugm-3 (VCM),15/07/2018 14:00
15/07/2018,15:00:00,14.6,R ugm-3 (VCM),15/07/2018 15:00
15/07/2018,16:00:00,12.8,R ugm-3 (VCM),15/07/2018 16:00
15/07/2018,17:00:00,18.2,R ugm-3 (VCM),15/07/2018 17:00
15/07/2018,18:00:00,19.9,R ugm-3 (VCM),15/07/2018 18:00
15/07/2018,19:00:00,20.1,R ugm-3 (VCM),15/07/2018 19:00
15/07/2018,20:00:00,21.3,R ugm-3 (VCM),15/07/2018 20:00
15/07/2018,21:00:00,19.4,R ugm-3 (VCM),15/07/2018 21:00
15/07/2018,22:00:00,17.1,R ugm-3 (VCM),15/07/2018 22:00
15/07/2018,23:00:00,19.6,R ugm-3 (VCM),15/07/2018 23:00
15/07/2018,24:00:00,17.3,R ugm-3 (VCM),16/07/2018 00:00
16/07/2018,01:00:00,18.7,R ugm-3 (VCM),16/07/2018 01:00
16/07/2018,02:00:00,17.5,R ugm-3 (VCM),16/07/2018 02:00
16/07/2018,03:00:00,16.4,R ugm-3 (VCM),16/07/2018 03:00
16/07/2018,04:00:00,17,R ugm-3 (VCM),16/07/2018 04:00
16/07/2018,05:00:00,23.3,R ugm-3 (VCM),16/07/2018 05:00
16/07/2018,06:00:00,26.4,R ugm-3 (VCM),16/07/2018 06:00
16/07/2018,07:00:00,26.9,R ugm-3 (VCM),16/07/2018 07:00
16/07/2018,08:00:00,18.8,R ugm-3 (VCM),16/07/2018 08:00
16/07/2018,09:00:00,19.9,R ugm-3 (VCM),16/07/2018 09:00
16/07/2018,10:00:00,19.8,R ugm-3 (VCM),16/07/2018 10:00
16/07/2018,11:00:00,26.7,R ugm-3 (VCM),16/07/2018 11:00
16/07/2018,12:00:00,28.2,R ugm-3 (VCM),16/07/2018 12:00
16/07/2018,13:00:00,22.8,R ugm-3 (VCM),16/07/2018 13:00
16/07/2018,14:00:00,19.9,R ugm-3 (VCM),16/07/2018 14:00
16/07/2018,15:00:00,22.7,R ugm-3 (VCM),16/07/2018 15:00
16/07/2018,16:00:00,22,R ugm-3 (VCM),16/07/2018 16:00
16/07/2018,17:00:00,23.6,R ugm-3 (VCM),16/07/2018 17:00
16/07/2018,18:00:00,26,R ugm-3 (VCM),16/07/2018 18:00
16/07/2018,19:00:00,22.4,R ugm-3 (VCM),16/07/2018 19:00
16/07/2018,20:00:00,22.2,R ugm-3 (VCM),16/07/2018 20:00
16/07/2018,21:00:00,8.5,R ugm-3 (VCM),16/07/2018 21:00
16/07/2018,22:00:00,7.7,R ugm-3 (VCM),16/07/2018 22:00
16/07/2018,23:00:00,7.1,R ugm-3 (VCM),16/07/2018 23:00
16/07/2018,24:00:00,9.7,R ugm-3 (VCM),17/07/2018 00:00
17/07/2018,01:00:00,35.7,R ugm-3 (VCM),17/07/2018 01:00
17/07/2018,02:00:00,9.9,R ugm-3 (VCM),17/07/2018 02:00
17/07/2018,03:00:00,11.3,R ugm-3 (VCM),17/07/2018 03:00
17/07/2018,04:00:00,15.6,R ugm-3 (VCM),17/07/2018 04:00
17/07/2018,05:00:00,16.8,R ugm-3 (VCM),17/07/2018 05:00
17/07/2018,06:00:00,14.3,R ugm-3 (VCM),17/07/2018 06:00
17/07/2018,07:00:00,14.7,R ugm-3 (VCM),17/07/2018 07:00
17/07/2018,08:00:00,14,R ugm-3 (VCM),17/07/2018 08:00
17/07/2018,09:00:00,22.7,R ugm-3 (VCM),17/07/2018 09:00
17/07/2018,10:00:00,23.9,R ugm-3 (VCM),17/07/2018 10:00
17/07/2018,11:00:00,22.1,R ugm-3 (VCM),17/07/2018 11:00
17/07/2018,12:00:00,20,R ugm-3 (VCM),17/07/2018 12:00
17/07/2018,13:00:00,22.1,R ugm-3 (VCM),17/07/2018 13:00
17/07/2018,14:00:00,16.4,R ugm-3 (VCM),17/07/2018 14:00
17/07/2018,15:00:00,18,R ugm-3 (VCM),17/07/2018 15:00
17/07/2018,16:00:00,22.9,R ugm-3 (VCM),17/07/2018 16:00
17/07/2018,17:00:00,21.7,R ugm-3 (VCM),17/07/2018 17:00
17/07/2018,18:00:00,21.2,R ugm-3 (VCM),17/07/2018 18:00
17/07/2018,19:00:00,14.3,R ugm-3 (VCM),17/07/2018 19:00
17/07/2018,20:00:00,16.6,R ugm-3 (VCM),17/07/2018 20:00
17/07/2018,21:00:00,15.4,R ugm-3 (VCM),17/07/2018 21:00
17/07/2018,22:00:00,18.8,R ugm-3 (VCM),17/07/2018 22:00
17/07/2018,23:00:00,14.7,R ugm-3 (VCM),17/07/2018 23:00
17/07/2018,24:00:00,12,R ugm-3 (VCM),18/07/2018 00:00
18/07/2018,01:00:00,10.1,R ugm-3 (VCM),18/07/2018 01:00
18/07/2018,02:00:00,11.5,R ugm-3 (VCM),18/07/2018 02:00
18/07/2018,03:00:00,11.6,R ugm-3 (VCM),18/07/2018 03:00
18/07/2018,04:00:00,16.1,R ugm-3 (VCM),18/07/2018 04:00
18/07/2018,05:00:00,12.7,R ugm-3 (VCM),18/07/2018 05:00
18/07/2018,06:00:00,16.8,R ugm-3 (VCM),18/07/2018 06:00
18/07/2018,07:00:00,22.2,R ugm-3 (VCM),18/07/2018 07:00
18/07/2018,08:00:00,13.7,R ugm-3 (VCM),18/07/2018 08:00
18/07/2018,09:00:00,19.4,R ugm-3 (VCM),18/07/2018 09:00
18/07/2018,10:00:00,15.9,R ugm-3 (VCM),18/07/2018 10:00
18/07/2018,11:00:00,13.4,R ugm-3 (VCM),18/07/2018 11:00
18/07/2018,12:00:00,14.7,R ugm-3 (VCM),18/07/2018 12:00
18/07/2018,13:00:00,14.6,R ugm-3 (VCM),18/07/2018 13:00
18/07/2018,14:00:00,16.9,R ugm-3 (VCM),18/07/2018 14:00
18/07/2018,15:00:00,21.1,R ugm-3 (VCM),18/07/2018 15:00
18/07/2018,16:00:00,24.5,R ugm-3 (VCM),18/07/2018 16:00
18/07/2018,17:00:00,23.7,R ugm-3 (VCM),18/07/2018 17:00
18/07/2018,18:00:00,20,R ugm-3 (VCM),18/07/2018 18:00
18/07/2018,19:00:00,17.8,R ugm-3 (VCM),18/07/2018 19:00
18/07/2018,20:00:00,22.4,R ugm-3 (VCM),18/07/2018 20:00
18/07/2018,21:00:00,21.1,R ugm-3 (VCM),18/07/2018 21:00
18/07/2018,22:00:00,23.8,R ugm-3 (VCM),18/07/2018 22:00
18/07/2018,23:00:00,16.8,R ugm-3 (VCM),18/07/2018 23:00
18/07/2018,24:00:00,18.4,R ugm-3 (VCM),19/07/2018 00:00
19/07/2018,01:00:00,18.7,R ugm-3 (VCM),19/07/2018 01:00
19/07/2018,02:00:00,21,R ugm-3 (VCM),19/07/2018 02:00
19/07/2018,03:00:00,19.8,R ugm-3 (VCM),19/07/2018 03:00
19/07/2018,04:00:00,20.4,R ugm-3 (VCM),19/07/2018 04:00
19/07/2018,05:00:00,19.9,R ugm-3 (VCM),19/07/2018 05:00
19/07/2018,06:00:00,20.1,R ugm-3 (VCM),19/07/2018 06:00
19/07/2018,07:00:00,25.1,R ugm-3 (VCM),19/07/2018 07:00
19/07/2018,08:00:00,20.8,R ugm-3 (VCM),19/07/2018 08:00
19/07/2018,09:00:00,24.1,R ugm-3 (VCM),19/07/2018 09:00
19/07/2018,10:00:00,25.5,R ugm-3 (VCM),19/07/2018 10:00
19/07/2018,11:00:00,27.2,R ugm-3 (VCM),19/07/2018 11:00
19/07/2018,12:00:00,22.6,R ugm-3 (VCM),19/07/2018 12:00
19/07/2018,13:00:00,27.5,R ugm-3 (VCM),19/07/2018 13:00
19/07/2018,14:00:00,24,R ugm-3 (VCM),19/07/2018 14:00
19/07/2018,15:00:00,26.6,R ugm-3 (VCM),19/07/2018 15:00
19/07/2018,16:00:00,28.3,R ugm-3 (VCM),19/07/2018 16:00
19/07/2018,17:00:00,25.3,R ugm-3 (VCM),19/07/2018 17:00
19/07/2018,18:00:00,24.7,R ugm-3 (VCM),19/07/2018 18:00
19/07/2018,19:00:00,21.2,R ugm-3 (VCM),19/07/2018 19:00
19/07/2018,20:00:00,18.3,R ugm-3 (VCM),19/07/2018 20:00
19/07/2018,21:00:00,13.8,R ugm-3 (VCM),19/07/2018 21:00
19/07/2018,22:00:00,18.9,R ugm-3 (VCM),19/07/2018 22:00
19/07/2018,23:00:00,20.5,R ugm-3 (VCM),19/07/2018 23:00
19/07/2018,24:00:00,18.4,R ugm-3 (VCM),20/07/2018 00:00
20/07/2018,01:00:00,13.3,R ugm-3 (VCM),20/07/2018 01:00
20/07/2018,02:00:00,11,R ugm-3 (VCM),20/07/2018 02:00
20/07/2018,03:00:00,11.6,R ugm-3 (VCM),20/07/2018 03:00
20/07/2018,04:00:00,11.4,R ugm-3 (VCM),20/07/2018 04:00
20/07/2018,05:00:00,13,R ugm-3 (VCM),20/07/2018 05:00
20/07/2018,06:00:00,17.8,R ugm-3 (VCM),20/07/2018 06:00
20/07/2018,07:00:00,17.9,R ugm-3 (VCM),20/07/2018 07:00
20/07/2018,08:00:00,19,R ugm-3 (VCM),20/07/2018 08:00
20/07/2018,09:00:00,17.7,R ugm-3 (VCM),20/07/2018 09:00
20/07/2018,10:00:00,17.7,R ugm-3 (VCM),20/07/2018 10:00
20/07/2018,11:00:00,18.2,R ugm-3 (VCM),20/07/2018 11:00
20/07/2018,12:00:00,29.6,R ugm-3 (VCM),20/07/2018 12:00
20/07/2018,13:00:00,34.9,R ugm-3 (VCM),20/07/2018 13:00
20/07/2018,14:00:00,30.6,R ugm-3 (VCM),20/07/2018 14:00
20/07/2018,15:00:00,26.8,R ugm-3 (VCM),20/07/2018 15:00
20/07/2018,16:00:00,30.2,R ugm-3 (VCM),20/07/2018 16:00
20/07/2018,17:00:00,20.6,R ugm-3 (VCM),20/07/2018 17:00
20/07/2018,18:00:00,11,R ugm-3 (VCM),20/07/2018 18:00
20/07/2018,19:00:00,14.3,R ugm-3 (VCM),20/07/2018 19:00
20/07/2018,20:00:00,11.5,R ugm-3 (VCM),20/07/2018 20:00
20/07/2018,21:00:00,14.8,R ugm-3 (VCM),20/07/2018 21:00
20/07/2018,22:00:00,22.5,R ugm-3 (VCM),20/07/2018 22:00
20/07/2018,23:00:00,18.1,R ugm-3 (VCM),20/07/2018 23:00
20/07/2018,24:00:00,14.7,R ugm-3 (VCM),21/07/2018 00:00
21/07/2018,01:00:00,16,R ugm-3 (VCM),21/07/2018 01:00
21/07/2018,02:00:00,15.7,R ugm-3 (VCM),21/07/2018 02:00
21/07/2018,03:00:00,18,R ugm-3 (VCM),21/07/2018 03:00
21/07/2018,04:00:00,16.5,R ugm-3 (VCM),21/07/2018 04:00
21/07/2018,05:00:00,17.8,R ugm-3 (VCM),21/07/2018 05:00
21/07/2018,06:00:00,18.8,R ugm-3 (VCM),21/07/2018 06:00
21/07/2018,07:00:00,18,R ugm-3 (VCM),21/07/2018 07:00
21/07/2018,08:00:00,26,R ugm-3 (VCM),21/07/2018 08:00
21/07/2018,09:00:00,22.3,R ugm-3 (VCM),21/07/2018 09:00
21/07/2018,10:00:00,16.5,R ugm-3 (VCM),21/07/2018 10:00
21/07/2018,11:00:00,18.6,R ugm-3 (VCM),21/07/2018 11:00
21/07/2018,12:00:00,22.2,R ugm-3 (VCM),21/07/2018 12:00
21/07/2018,13:00:00,24.1,R ugm-3 (VCM),21/07/2018 13:00
21/07/2018,14:00:00,20.5,R ugm-3 (VCM),21/07/2018 14:00
21/07/2018,15:00:00,15.8,R ugm-3 (VCM),21/07/2018 15:00
21/07/2018,16:00:00,17,R ugm-3 (VCM),21/07/2018 16:00
21/07/2018,17:00:00,15.3,R ugm-3 (VCM),21/07/2018 17:00
21/07/2018,18:00:00,13.8,R ugm-3 (VCM),21/07/2018 18:00
21/07/2018,19:00:00,13.5,R ugm-3 (VCM),21/07/2018 19:00
21/07/2018,20:00:00,13.1,R ugm-3 (VCM),21/07/2018 20:00
21/07/2018,21:00:00,12.8,R ugm-3 (VCM),21/07/2018 21:00
21/07/2018,22:00:00,12.3,R ugm-3 (VCM),21/07/2018 22:00
21/07/2018,23:00:00,10.9,R ugm-3 (VCM),21/07/2018 23:00
21/07/2018,24:00:00,12.7,R ugm-3 (VCM),22/07/2018 00:00